labels,Not,Exp
1,0.018321179,0.9816788
0,0.9985967,0.0014032612
1,0.005602184,0.9943979
0,0.98844004,0.0115599865
0,0.9979037,0.002096247
1,0.008357454,0.9916426
1,0.038158156,0.9618418
0,0.99716055,0.0028394745
0,0.9978834,0.002116646
1,0.99764615,0.002353826
2,0.006920862,0.9930791
2,0.025406308,0.97459376
0,0.99854916,0.0014508208
0,0.9961473,0.0038527385
2,0.036299236,0.9637007
2,0.018055901,0.9819441
0,0.99861395,0.0013860104
1,0.009854731,0.9901453
1,0.03141431,0.9685857
1,0.020217536,0.9797824
0,0.9985765,0.001423443
1,0.018952359,0.9810477
1,0.047124296,0.95287573
1,0.032826662,0.9671734
1,0.017619621,0.9823804
0,0.99450123,0.0054987655
1,0.009474287,0.9905257
0,0.99558,0.00441992
2,0.079206675,0.92079335
1,0.00674522,0.99325484
1,0.004235053,0.995765
1,0.008873448,0.9911266
1,0.0075277467,0.9924723
0,0.9977756,0.002224356
1,0.009776958,0.99022305
0,0.032482427,0.9675176
0,0.9956864,0.0043136477
1,0.0067285458,0.9932715
0,0.9974246,0.0025753863
0,0.98821044,0.011789582
0,0.9942405,0.005759534
1,0.036548622,0.9634513
1,0.009973385,0.9900266
0,0.991708,0.008292038
1,0.006561358,0.99343866
0,0.9962624,0.0037375786
0,0.99833906,0.001660962
2,0.010660518,0.9893394
1,0.0057969945,0.99420303
0,0.015409084,0.9845909
1,0.0069081914,0.9930918
1,0.4434715,0.5565285
0,0.99867296,0.0013270861
0,0.99815375,0.001846256
1,0.011116251,0.98888373
0,0.9979183,0.002081645
1,0.009201086,0.99079895
2,0.0049357507,0.9950643
2,0.7575241,0.24247593
1,0.0052255862,0.9947744
0,0.9970253,0.0029747088
0,0.9914948,0.008505237
0,0.9939511,0.0060489383
1,0.014709895,0.98529005
0,0.99773526,0.00226474
1,0.0078504635,0.9921495
0,0.99791235,0.0020876394
0,0.9967001,0.003299879
1,0.016334351,0.98366565
1,0.015508983,0.98449105
1,0.005889156,0.9941109
1,0.014048423,0.98595154
1,0.99730337,0.0026965698
1,0.008498295,0.9915017
1,0.025007762,0.9749922
0,0.99770725,0.002292781
1,0.00961737,0.9903826
1,0.010139817,0.98986024
1,0.0053142672,0.99468577
0,0.14167993,0.85832006
0,0.9964484,0.0035515435
0,0.9899177,0.010082359
0,0.9981365,0.0018634986
0,0.9973672,0.002632788
1,0.006929786,0.9930702
1,0.0047667543,0.99523324
1,0.008511537,0.99148846
0,0.99732876,0.00267125
0,0.99789834,0.0021015971
2,0.0043250085,0.995675
0,0.9976647,0.0023353437
0,0.9890971,0.010902805
0,0.9983487,0.0016513508
1,0.027059248,0.9729408
2,0.011634151,0.9883659
1,0.0065059685,0.9934941
0,0.9986671,0.0013328303
0,0.15071452,0.8492854
0,0.99860317,0.0013968945
2,0.014091941,0.9859081
0,0.9982868,0.0017131935
0,0.99755436,0.0024456112
1,0.013479064,0.986521
1,0.9967488,0.003251235
1,0.017766073,0.98223394
0,0.9981171,0.00188297
1,0.0034097312,0.99659026
1,0.5922751,0.40772486
0,0.99803096,0.001969074
0,0.9970837,0.0029162685
1,0.9984091,0.0015908858
1,0.0070580416,0.992942
1,0.0059000817,0.9940999
0,0.79418844,0.2058116
1,0.0055792797,0.9944207
0,0.9982724,0.0017276166
1,0.00845997,0.99154
1,0.005466371,0.99453366
2,0.0074163754,0.99258363
0,0.99765944,0.0023405354
1,0.005338529,0.9946615
1,0.31802142,0.6819786
1,0.010031218,0.9899687
2,0.015097452,0.98490256
1,0.02945116,0.97054887
1,0.009190775,0.9908092
0,0.99439514,0.0056048357
1,0.004622314,0.99537766
1,0.022269007,0.97773093
1,0.005197942,0.9948021
2,0.004661145,0.9953388
1,0.005588435,0.9944115
0,0.994779,0.0052209673
1,0.005355282,0.99464476
2,0.015866665,0.98413336
1,0.07842746,0.92157257
1,0.3379855,0.6620145
1,0.00784922,0.9921508
0,0.99871206,0.0012879561
1,0.0077086575,0.9922914
1,0.052127082,0.94787294
2,0.014761823,0.98523813
0,0.99769837,0.00230159
1,0.4211214,0.57887864
1,0.027625442,0.97237456
0,0.9655046,0.034495387
0,0.99783653,0.0021635264
2,0.009577412,0.9904226
2,0.011690018,0.98831
0,0.9728463,0.02715362
1,0.0052383225,0.99476165
1,0.8855619,0.11443815
0,0.914213,0.08578708
1,0.00967139,0.9903286
0,0.9983382,0.0016617482
2,0.011222333,0.9887777
0,0.9976205,0.002379469
1,0.016640749,0.9833592
2,0.013536617,0.9864633
0,0.9979096,0.00209036
0,0.99762183,0.0023781375
0,0.9977952,0.0022048044
2,0.0036212585,0.9963787
0,0.9963032,0.003696732
1,0.072008885,0.9279911
0,0.9954918,0.004508213
1,0.02456783,0.9754321
0,0.98323995,0.01676001
0,0.99817693,0.0018230677
0,0.53007925,0.46992075
0,0.044254016,0.95574594
1,0.024289552,0.97571045
0,0.9909133,0.009086734
1,0.1422868,0.85771316
2,0.0929296,0.9070704
2,0.007051842,0.9929482
0,0.9988236,0.0011763457
1,0.004159219,0.9958407
0,0.9952714,0.0047286316
2,0.014050727,0.9859492
1,0.0043174336,0.9956826
2,0.9971631,0.0028368926
0,0.99831665,0.0016833986
0,0.99789906,0.0021009743
1,0.0076063094,0.99239373
0,0.99242556,0.0075744954
2,0.007907493,0.99209243
1,0.005889488,0.9941105
0,0.9931971,0.006802903
0,0.99724716,0.002752785
1,0.012089776,0.98791015
2,0.010171751,0.9898282
1,0.009689525,0.9903105
1,0.006906186,0.99309385
0,0.9971968,0.0028031722
0,0.9416162,0.05838384
0,0.007486942,0.99251306
0,0.9980001,0.0019999002
0,0.9969715,0.003028506
0,0.9980812,0.0019187725
0,0.9976242,0.0023757946
1,0.0058190767,0.99418086
1,0.028619386,0.97138065
0,0.99664366,0.0033563294
1,0.008062056,0.99193794
1,0.00609595,0.99390405
1,0.95455855,0.045441404
0,0.9932296,0.006770396
1,0.03122713,0.9687728
0,0.99834716,0.001652871
2,0.007300196,0.9926998
0,0.99831486,0.0016852082
1,0.0042619063,0.99573815
2,0.012762444,0.9872376
1,0.0143832015,0.98561674
1,0.0057423436,0.9942577
2,0.0044287797,0.9955712
1,0.0070975437,0.99290246
1,0.2657838,0.7342162
1,0.01729862,0.98270136
1,0.010562842,0.9894372
0,0.010793118,0.9892069
1,0.02703506,0.97296494
0,0.6035062,0.3964938
0,0.9977223,0.0022776523
2,0.88703644,0.11296355
0,0.99066097,0.009339
0,0.99233925,0.00766078
0,0.9984269,0.0015730881
0,0.99822205,0.0017779176
0,0.9984804,0.001519685
2,0.042745315,0.9572547
0,0.99876815,0.0012318306
0,0.9966011,0.0033988678
1,0.058016174,0.9419838
1,0.009666855,0.99033314
0,0.9860779,0.013922102
1,0.01131909,0.98868096
0,0.99835974,0.0016402588
0,0.99797124,0.0020287607
0,0.99682045,0.0031794924
1,0.049644392,0.9503556
2,0.015321743,0.98467827
0,0.016759006,0.98324096
0,0.9178989,0.08210109
1,0.0040325313,0.9959675
0,0.9979285,0.0020714991
1,0.0060930783,0.9939069
1,0.012418738,0.98758125
0,0.98949426,0.010505744
1,0.0076305303,0.9923694
0,0.9983156,0.0016844517
0,0.9457602,0.054239888
1,0.019420514,0.98057944
1,0.012963661,0.9870364
1,0.006180905,0.99381906
1,0.024956657,0.97504336
0,0.9976172,0.0023827301
0,0.99603635,0.0039637084
1,0.016093291,0.98390675
1,0.032225158,0.9677748
1,0.023055121,0.9769449
2,0.7314959,0.26850408
1,0.7700496,0.22995047
0,0.9887158,0.011284136
0,0.995992,0.0040080273
1,0.0062501375,0.99374986
0,0.9987,0.0013000069
2,0.0036829822,0.996317
0,0.97073156,0.029268442
2,0.9632898,0.036710184
0,0.97862476,0.021375239
1,0.006782402,0.99321765
0,0.9971712,0.0028288027
1,0.038583584,0.96141636
1,0.009046848,0.9909532
0,0.99717283,0.0028271447
2,0.9911646,0.008835312
0,0.108858265,0.8911418
1,0.9026574,0.09734265
1,0.012906063,0.987094
0,0.9981001,0.0018999397
0,0.04498044,0.95501953
0,0.040302094,0.9596979
